464950.00,2003.00,3017.00,6.00,1.50,0.66,1.00
349700.00,1986.00,2913.00,5.00,1.50,1.35,0.00
417750.00,1992.00,3182.00,6.00,1.00,1.03,0.00
254700.00,1989.00,2009.00,3.00,2.00,0.89,3.00
232200.00,1984.00,2001.00,4.00,2.50,0.97,2.00
393700.00,2005.00,2744.00,2.00,1.00,1.14,1.00
483150.00,1985.00,3902.00,2.00,1.50,0.69,2.00
220100.00,1996.00,1517.00,6.00,1.00,1.17,2.00
590250.00,1994.00,4119.00,2.00,2.50,0.66,3.00
547850.00,1989.00,3975.00,5.00,1.50,0.94,2.00
399900.00,1995.00,2944.00,3.00,2.50,1.72,0.00
288750.00,1988.00,2393.00,2.00,2.50,0.82,2.00
530750.00,2009.00,3385.00,4.00,1.00,1.20,1.00
175100.00,1986.00,1522.00,5.00,2.50,0.62,2.00
584750.00,1994.00,4109.00,4.00,2.50,1.06,1.00
470600.00,2007.00,3111.00,2.00,1.00,0.93,2.00
204750.00,1985.00,1926.00,2.00,2.00,1.39,2.00
544800.00,1988.00,3979.00,5.00,2.50,1.03,1.00
239400.00,1989.00,2090.00,3.00,1.00,1.06,2.00
526850.00,1999.00,3764.00,3.00,1.00,1.15,1.00
291200.00,1984.00,2594.00,3.00,2.50,0.64,1.00
482450.00,1990.00,3519.00,3.00,3.00,0.64,2.00
477100.00,1986.00,3399.00,4.00,3.00,1.15,3.00
255750.00,1982.00,2605.00,2.00,2.00,1.00,0.00
447000.00,2010.00,2622.00,3.00,1.50,1.08,3.00
612700.00,2001.00,4090.00,4.00,1.50,0.78,2.00
431600.00,1999.00,2649.00,6.00,3.00,0.95,2.00
559700.00,2001.00,3861.00,2.00,2.50,0.87,1.00
235200.00,1996.00,1858.00,4.00,2.00,1.10,0.00
455250.00,1991.00,3543.00,2.00,1.00,0.92,2.00
500600.00,1993.00,3399.00,6.00,3.00,1.05,1.00
664900.00,1996.00,4451.00,2.00,3.00,1.15,3.00
421050.00,1992.00,3063.00,3.00,1.50,0.94,3.00
396700.00,1997.00,2445.00,6.00,3.00,1.33,2.00
450250.00,1993.00,3136.00,5.00,1.00,0.99,3.00
389200.00,2002.00,2486.00,5.00,1.00,1.42,2.00
608300.00,2003.00,3664.00,4.00,3.00,1.58,3.00
413000.00,1998.00,2945.00,2.00,2.00,0.75,2.00
397400.00,1986.00,3004.00,5.00,3.00,1.12,1.00
229100.00,1996.00,1862.00,3.00,2.00,1.32,0.00
417600.00,1986.00,2979.00,6.00,3.00,1.05,2.00
405700.00,1993.00,3107.00,2.00,1.00,1.31,2.00
552950.00,2016.00,3103.00,2.00,2.00,1.50,3.00
425900.00,1997.00,2902.00,4.00,2.50,0.54,2.00
427600.00,1988.00,3095.00,3.00,2.50,1.39,3.00
263000.00,1979.00,2362.00,4.00,2.50,1.08,2.00
396900.00,1992.00,2910.00,3.00,3.00,1.36,1.00
412050.00,1993.00,3036.00,4.00,3.00,1.11,0.00
544800.00,1989.00,3703.00,6.00,2.50,0.79,3.00
455250.00,1992.00,2956.00,6.00,2.50,1.29,3.00
340750.00,1990.00,2659.00,2.00,1.50,0.96,3.00
616650.00,2009.00,3609.00,5.00,3.00,1.02,2.00
293900.00,1986.00,2678.00,2.00,2.00,0.48,1.00
627850.00,2003.00,3919.00,6.00,1.50,1.50,2.00
238350.00,1985.00,2222.00,2.00,2.50,1.17,1.00
578850.00,1987.00,4094.00,4.00,2.50,1.15,3.00
471400.00,1988.00,3629.00,3.00,2.50,0.97,1.00
439900.00,1991.00,3202.00,6.00,1.50,1.14,1.00
360750.00,1977.00,2833.00,6.00,3.00,0.72,3.00
232250.00,2004.00,1317.00,5.00,2.50,1.48,1.00
232150.00,1980.00,2176.00,4.00,1.50,0.55,3.00
603850.00,1984.00,4434.00,5.00,3.00,1.25,1.00
416300.00,1992.00,3004.00,5.00,1.50,0.88,2.00
325600.00,2002.00,2358.00,2.00,3.00,0.46,0.00
309150.00,1999.00,1954.00,4.00,2.00,1.07,3.00
626200.00,1991.00,4450.00,6.00,2.00,0.58,1.00
327850.00,1995.00,2291.00,4.00,3.00,1.28,1.00
371550.00,2012.00,2102.00,2.00,1.50,1.25,3.00
374650.00,1978.00,3287.00,5.00,1.00,1.44,1.00
55050.00,1974.00,1339.00,3.00,1.50,0.78,2.00
504850.00,1990.00,3590.00,5.00,3.00,1.09,1.00
553350.00,1998.00,3715.00,3.00,1.50,1.24,3.00
404200.00,2000.00,2754.00,6.00,1.50,1.24,0.00
490450.00,1999.00,3480.00,2.00,3.00,1.23,0.00
408400.00,1990.00,3051.00,2.00,3.00,1.05,2.00
521050.00,2004.00,3327.00,4.00,2.50,1.30,1.00
239500.00,1974.00,2512.00,4.00,1.50,0.68,2.00
291650.00,1990.00,1876.00,6.00,3.00,1.35,3.00
526550.00,1990.00,4004.00,3.00,1.00,0.73,2.00
433250.00,1983.00,3454.00,5.00,3.00,1.01,0.00
439500.00,1998.00,2711.00,6.00,3.00,1.19,2.00
314900.00,1995.00,2408.00,5.00,1.50,1.08,0.00
533650.00,1996.00,3654.00,5.00,2.00,1.37,1.00
422650.00,2010.00,2410.00,4.00,3.00,0.41,2.00
673250.00,2022.00,3793.00,2.00,2.50,1.12,2.00
495100.00,1988.00,3548.00,6.00,1.00,0.86,3.00
